benchmark=kaluza,solver=abc,TO=20.000000
path,sat,time,step
benchmark/laut/kaluza/1109/sink.abc,1,0.119058,1
benchmark/laut/kaluza/1853/sink.abc,1,0.167809,20
benchmark/laut/kaluza/672/sink.abc,0,0.167823,1
benchmark/laut/kaluza/522/sink.abc,1,0.169913,2
benchmark/laut/kaluza/1030/sink.abc,1,0.175861,20
benchmark/laut/kaluza/924/sink.abc,0,0.119246,1
benchmark/laut/kaluza/1137/sink.abc,0,0.117865,1
benchmark/laut/kaluza/1641/sink.abc,0,0.121254,1
benchmark/laut/kaluza/1568/sink.abc,0,0.118665,1
benchmark/laut/kaluza/153/sink.abc,1,0.318427,7
benchmark/laut/kaluza/285/sink.abc,0,0.121630,1
benchmark/laut/kaluza/631/sink.abc,1,0.116880,20
benchmark/laut/kaluza/62/sink.abc,0,0.119878,1
benchmark/laut/kaluza/1079/sink.abc,0,0.118301,1
benchmark/laut/kaluza/1185/sink.abc,0,0.117307,1
benchmark/laut/kaluza/689/sink.abc,1,0.219037,22
benchmark/laut/kaluza/1228/sink.abc,1,0.119686,2
benchmark/laut/kaluza/1199/sink.abc,1,0.226952,23
benchmark/laut/kaluza/1847/sink.abc,1,0.168168,20
benchmark/laut/kaluza/1895/sink.abc,0,0.121145,1
benchmark/laut/kaluza/1237/sink.abc,0,0.116856,1
benchmark/laut/kaluza/461/sink.abc,0,0.120299,1
benchmark/laut/kaluza/1829/sink.abc,1,0.524225,22
benchmark/laut/kaluza/1147/sink.abc,0,0.120015,1
benchmark/laut/kaluza/1438/sink.abc,0,0.118786,1
benchmark/laut/kaluza/1651/sink.abc,0,0.120353,1
benchmark/laut/kaluza/717/sink.abc,0,0.119078,1
benchmark/laut/kaluza/109/sink.abc,1,0.117814,1
benchmark/laut/kaluza/1304/sink.abc,0,0.117866,1
benchmark/laut/kaluza/646/sink.abc,0,0.118623,1
benchmark/laut/kaluza/176/sink.abc,1,0.618695,91
benchmark/laut/kaluza/1398/sink.abc,0,0.116599,1
benchmark/laut/kaluza/126/sink.abc,1,0.418796,65
benchmark/laut/kaluza/379/sink.abc,1,0.116152,2
benchmark/laut/kaluza/1674/sink.abc,1,0.119822,20
benchmark/laut/kaluza/1004/sink.abc,1,0.219362,23
benchmark/laut/kaluza/505/sink.abc,1,0.118230,2
benchmark/laut/kaluza/1959/sink.abc,0,0.170408,1
benchmark/laut/kaluza/452/sink.abc,1,0.170153,2
benchmark/laut/kaluza/949/sink.abc,0,0.120510,1
benchmark/laut/kaluza/1105/sink.abc,1,0.175081,20
benchmark/laut/kaluza/498/sink.abc,1,0.170778,15
benchmark/laut/kaluza/734/sink.abc,1,0.171471,21
benchmark/laut/kaluza/1281/sink.abc,1,0.177671,2
benchmark/laut/kaluza/1477/sink.abc,0,0.169955,1
benchmark/laut/kaluza/1549/sink.abc,0,0.118343,1
benchmark/laut/kaluza/1031/sink.abc,0,0.121971,1
benchmark/laut/kaluza/1310/sink.abc,1,0.168731,23
benchmark/laut/kaluza/1166/sink.abc,0,0.116901,1
benchmark/laut/kaluza/1781/sink.abc,1,0.119379,2
benchmark/laut/kaluza/1372/sink.abc,0,0.122576,1
benchmark/laut/kaluza/1603/sink.abc,0,0.117129,1
benchmark/laut/kaluza/1572/sink.abc,1,0.119443,2
benchmark/laut/kaluza/98/sink.abc,1,0.276907,6
benchmark/laut/kaluza/197/sink.abc,1,0.167713,2
benchmark/laut/kaluza/517/sink.abc,0,0.119134,1
benchmark/laut/kaluza/1226/sink.abc,0,0.122480,1
benchmark/laut/kaluza/1230/sink.abc,0,0.120110,1
benchmark/laut/kaluza/1435/sink.abc,1,0.118004,2
benchmark/laut/kaluza/328/sink.abc,1,0.174710,1
benchmark/laut/kaluza/1713/sink.abc,1,0.171863,21
benchmark/laut/kaluza/1634/sink.abc,0,0.118820,1
benchmark/laut/kaluza/299/sink.abc,1,0.118492,2
benchmark/laut/kaluza/559/sink.abc,0,0.116546,1
benchmark/laut/kaluza/322/sink.abc,0,0.119519,1
benchmark/laut/kaluza/478/sink.abc,1,0.119087,2
benchmark/laut/kaluza/1444/sink.abc,1,0.169053,21
benchmark/laut/kaluza/107/sink.abc,1,0.119718,2
benchmark/laut/kaluza/1474/sink.abc,0,0.173689,1
benchmark/laut/kaluza/1722/sink.abc,0,0.118536,1
benchmark/laut/kaluza/896/sink.abc,1,0.120712,2
benchmark/laut/kaluza/1632/sink.abc,0,0.121593,1
benchmark/laut/kaluza/1507/sink.abc,1,0.171458,23
benchmark/laut/kaluza/1838/sink.abc,0,0.117982,1
benchmark/laut/kaluza/1619/sink.abc,1,0.169918,23
benchmark/laut/kaluza/1629/sink.abc,0,0.117433,1
benchmark/laut/kaluza/1761/sink.abc,1,0.225280,21
benchmark/laut/kaluza/1442/sink.abc,0,0.117058,1
benchmark/laut/kaluza/1820/sink.abc,0,0.123212,1
benchmark/laut/kaluza/207/sink.abc,1,0.116464,1
benchmark/laut/kaluza/958/sink.abc,1,0.522459,22
benchmark/laut/kaluza/1373/sink.abc,1,0.118940,2
benchmark/laut/kaluza/457/sink.abc,1,0.168356,21
benchmark/laut/kaluza/227/sink.abc,1,0.116467,5
benchmark/laut/kaluza/1053/sink.abc,0,0.117489,1
benchmark/laut/kaluza/1581/sink.abc,0,0.123213,1
benchmark/laut/kaluza/1467/sink.abc,0,0.119925,1
benchmark/laut/kaluza/1169/sink.abc,1,0.173775,15
benchmark/laut/kaluza/701/sink.abc,1,0.167338,23
benchmark/laut/kaluza/998/sink.abc,1,0.117346,1
benchmark/laut/kaluza/394/sink.abc,0,0.119064,1
benchmark/laut/kaluza/973/sink.abc,0,0.171874,1
benchmark/laut/kaluza/898/sink.abc,1,0.118494,12
benchmark/laut/kaluza/659/sink.abc,0,0.117993,1
benchmark/laut/kaluza/1283/sink.abc,1,0.120171,5
benchmark/laut/kaluza/422/sink.abc,1,0.172681,20
benchmark/laut/kaluza/1094/sink.abc,1,0.168669,12
benchmark/laut/kaluza/445/sink.abc,1,3.239232,25
benchmark/laut/kaluza/1431/sink.abc,0,0.271199,1
benchmark/laut/kaluza/1343/sink.abc,0,0.118693,1
benchmark/laut/kaluza/430/sink.abc,0,0.126670,1
benchmark/laut/kaluza/693/sink.abc,0,0.118513,1
benchmark/laut/kaluza/333/sink.abc,1,0.117565,2
benchmark/laut/kaluza/1414/sink.abc,0,0.120123,1
benchmark/laut/kaluza/1285/sink.abc,1,0.117901,2
benchmark/laut/kaluza/888/sink.abc,1,0.325014,7
benchmark/laut/kaluza/688/sink.abc,1,0.170754,21
benchmark/laut/kaluza/879/sink.abc,1,0.132213,2
benchmark/laut/kaluza/486/sink.abc,1,0.174862,20
benchmark/laut/kaluza/710/sink.abc,0,0.121664,1
benchmark/laut/kaluza/1530/sink.abc,1,0.117720,2
benchmark/laut/kaluza/1148/sink.abc,0,0.168705,1
benchmark/laut/kaluza/1711/sink.abc,0,0.117189,1
benchmark/laut/kaluza/954/sink.abc,0,0.119303,1
benchmark/laut/kaluza/892/sink.abc,0,0.118880,1
benchmark/laut/kaluza/901/sink.abc,0,0.117556,1
benchmark/laut/kaluza/1133/sink.abc,1,0.121273,2
benchmark/laut/kaluza/754/sink.abc,0,0.118136,1
benchmark/laut/kaluza/1212/sink.abc,1,0.117287,2
benchmark/laut/kaluza/224/sink.abc,1,0.120241,5
benchmark/laut/kaluza/1901/sink.abc,1,0.169888,20
benchmark/laut/kaluza/1207/sink.abc,1,0.570888,22
benchmark/laut/kaluza/1952/sink.abc,0,0.172600,1
benchmark/laut/kaluza/905/sink.abc,0,0.122442,1
benchmark/laut/kaluza/1523/sink.abc,1,0.121604,2
benchmark/laut/kaluza/337/sink.abc,0,0.120195,1
benchmark/laut/kaluza/860/sink.abc,1,0.124646,2
benchmark/laut/kaluza/539/sink.abc,1,0.221606,7
benchmark/laut/kaluza/1218/sink.abc,1,0.124468,2
benchmark/laut/kaluza/1392/sink.abc,1,0.168697,21
benchmark/laut/kaluza/417/sink.abc,1,0.169710,13
benchmark/laut/kaluza/424/sink.abc,0,0.115992,1
benchmark/laut/kaluza/915/sink.abc,0,0.120087,1
benchmark/laut/kaluza/1324/sink.abc,1,0.168560,20
benchmark/laut/kaluza/286/sink.abc,0,0.167957,1
benchmark/laut/kaluza/635/sink.abc,0,0.118600,1
benchmark/laut/kaluza/268/sink.abc,1,0.317664,6
benchmark/laut/kaluza/1254/sink.abc,1,0.167020,20
benchmark/laut/kaluza/1585/sink.abc,1,0.176008,20
benchmark/laut/kaluza/662/sink.abc,1,0.522592,22
benchmark/laut/kaluza/1025/sink.abc,1,0.168989,21
benchmark/laut/kaluza/983/sink.abc,0,0.124788,1
benchmark/laut/kaluza/175/sink.abc,0,0.120209,1
benchmark/laut/kaluza/353/sink.abc,1,0.169087,21
benchmark/laut/kaluza/1509/sink.abc,0,0.118001,1
benchmark/laut/kaluza/1550/sink.abc,1,0.220361,23
benchmark/laut/kaluza/1740/sink.abc,1,0.118980,2
benchmark/laut/kaluza/1574/sink.abc,1,0.120391,12
benchmark/laut/kaluza/1182/sink.abc,0,0.117025,1
benchmark/laut/kaluza/1407/sink.abc,1,0.169643,20
benchmark/laut/kaluza/1983/sink.abc,0,0.120122,1
benchmark/laut/kaluza/1498/sink.abc,0,0.121763,1
benchmark/laut/kaluza/352/sink.abc,0,0.124904,1
benchmark/laut/kaluza/1644/sink.abc,0,0.117646,1
benchmark/laut/kaluza/17/sink.abc,1,0.121531,2
benchmark/laut/kaluza/22/sink.abc,1,0.125408,2
benchmark/laut/kaluza/1597/sink.abc,0,0.118791,1
benchmark/laut/kaluza/1727/sink.abc,1,0.222017,22
benchmark/laut/kaluza/775/sink.abc,1,0.576691,22
benchmark/laut/kaluza/99/sink.abc,1,0.118799,2
benchmark/laut/kaluza/1991/sink.abc,0,0.120918,1
benchmark/laut/kaluza/1878/sink.abc,0,0.117128,1
benchmark/laut/kaluza/726/sink.abc,1,0.168986,21
benchmark/laut/kaluza/1106/sink.abc,1,0.473548,22
benchmark/laut/kaluza/1951/sink.abc,1,0.226564,23
benchmark/laut/kaluza/25/sink.abc,1,0.123183,11
benchmark/laut/kaluza/1434/sink.abc,1,0.168701,20
benchmark/laut/kaluza/75/sink.abc,1,0.368967,6
benchmark/laut/kaluza/1252/sink.abc,0,0.116862,1
benchmark/laut/kaluza/1332/sink.abc,1,0.526748,22
benchmark/laut/kaluza/1219/sink.abc,1,0.174241,21
benchmark/laut/kaluza/1822/sink.abc,1,0.172510,20
benchmark/laut/kaluza/1654/sink.abc,1,0.176628,2
benchmark/laut/kaluza/1466/sink.abc,1,0.169398,20
benchmark/laut/kaluza/639/sink.abc,1,0.170309,20
benchmark/laut/kaluza/1172/sink.abc,0,0.124557,1
benchmark/laut/kaluza/1788/sink.abc,0,0.166356,1
benchmark/laut/kaluza/1916/sink.abc,1,0.118480,2
benchmark/laut/kaluza/41/sink.abc,0,0.116611,1
benchmark/laut/kaluza/243/sink.abc,1,0.120039,1
benchmark/laut/kaluza/604/sink.abc,0,0.117592,1
benchmark/laut/kaluza/1081/sink.abc,0,0.119918,1
benchmark/laut/kaluza/715/sink.abc,0,0.117308,1
benchmark/laut/kaluza/784/sink.abc,0,0.116885,1
benchmark/laut/kaluza/1719/sink.abc,0,0.118854,1
benchmark/laut/kaluza/1666/sink.abc,1,0.116836,2
benchmark/laut/kaluza/1047/sink.abc,0,0.119649,1
benchmark/laut/kaluza/1415/sink.abc,0,0.121278,1
benchmark/laut/kaluza/1780/sink.abc,1,0.122129,2
benchmark/laut/kaluza/428/sink.abc,0,0.118472,1
benchmark/laut/kaluza/1066/sink.abc,0,0.118627,1
benchmark/laut/kaluza/1768/sink.abc,0,0.118452,1
benchmark/laut/kaluza/736/sink.abc,1,0.166875,20
benchmark/laut/kaluza/1269/sink.abc,0,0.117224,1
benchmark/laut/kaluza/421/sink.abc,0,0.119505,1
benchmark/laut/kaluza/1555/sink.abc,1,0.117763,2
benchmark/laut/kaluza/1433/sink.abc,0,0.117154,1
benchmark/laut/kaluza/1877/sink.abc,1,0.119490,2
benchmark/laut/kaluza/397/sink.abc,0,0.168506,1
benchmark/laut/kaluza/725/sink.abc,1,0.122983,2
benchmark/laut/kaluza/524/sink.abc,0,0.115671,1
benchmark/laut/kaluza/73/sink.abc,1,0.116626,5
benchmark/laut/kaluza/1092/sink.abc,0,0.170085,1
benchmark/laut/kaluza/100/sink.abc,1,0.127046,1
benchmark/laut/kaluza/96/sink.abc,0,0.116731,1
benchmark/laut/kaluza/141/sink.abc,1,0.120164,5
benchmark/laut/kaluza/890/sink.abc,0,0.120665,1
benchmark/laut/kaluza/1881/sink.abc,0,0.115049,1
benchmark/laut/kaluza/324/sink.abc,1,0.116429,1
benchmark/laut/kaluza/834/sink.abc,0,0.118382,1
benchmark/laut/kaluza/595/sink.abc,0,0.117377,1
benchmark/laut/kaluza/317/sink.abc,1,0.119382,5
benchmark/laut/kaluza/1529/sink.abc,0,0.119834,1
benchmark/laut/kaluza/1944/sink.abc,1,0.173414,21
benchmark/laut/kaluza/652/sink.abc,0,0.118175,1
benchmark/laut/kaluza/1292/sink.abc,1,0.175355,12
benchmark/laut/kaluza/1501/sink.abc,0,0.134226,1
benchmark/laut/kaluza/557/sink.abc,0,0.119533,1
benchmark/laut/kaluza/893/sink.abc,0,0.118382,1
benchmark/laut/kaluza/570/sink.abc,0,0.118147,1
benchmark/laut/kaluza/1206/sink.abc,0,0.116824,1
benchmark/laut/kaluza/1290/sink.abc,0,0.120231,1
benchmark/laut/kaluza/130/sink.abc,1,0.116388,5
benchmark/laut/kaluza/1659/sink.abc,1,0.167749,21
benchmark/laut/kaluza/210/sink.abc,1,0.177180,1
benchmark/laut/kaluza/1706/sink.abc,1,0.197434,21
benchmark/laut/kaluza/1379/sink.abc,1,0.171286,23
benchmark/laut/kaluza/1009/sink.abc,1,0.120016,2
benchmark/laut/kaluza/1235/sink.abc,1,0.166967,12
benchmark/laut/kaluza/1317/sink.abc,1,0.119704,2
benchmark/laut/kaluza/443/sink.abc,1,0.120552,2
benchmark/laut/kaluza/1949/sink.abc,0,0.117547,1
benchmark/laut/kaluza/1656/sink.abc,0,0.120268,1
benchmark/laut/kaluza/992/sink.abc,1,0.169613,2
benchmark/laut/kaluza/932/sink.abc,0,0.129583,1
benchmark/laut/kaluza/1246/sink.abc,1,0.167101,12
benchmark/laut/kaluza/1615/sink.abc,0,0.171654,1
benchmark/laut/kaluza/385/sink.abc,0,0.120658,1
benchmark/laut/kaluza/1440/sink.abc,0,0.120633,1
benchmark/laut/kaluza/1812/sink.abc,1,0.135366,20
benchmark/laut/kaluza/1730/sink.abc,1,0.125574,12
benchmark/laut/kaluza/840/sink.abc,1,0.120238,2
benchmark/laut/kaluza/367/sink.abc,0,0.117765,1
benchmark/laut/kaluza/35/sink.abc,1,0.218003,16
benchmark/laut/kaluza/1635/sink.abc,1,0.169494,20
benchmark/laut/kaluza/1257/sink.abc,1,0.120299,2
benchmark/laut/kaluza/31/sink.abc,1,0.120885,2
benchmark/laut/kaluza/437/sink.abc,1,0.166817,20
benchmark/laut/kaluza/48/sink.abc,1,0.126649,5
benchmark/laut/kaluza/1385/sink.abc,0,0.118089,1
benchmark/laut/kaluza/1826/sink.abc,1,0.121800,2
benchmark/laut/kaluza/991/sink.abc,1,0.169104,20
benchmark/laut/kaluza/1337/sink.abc,0,0.123679,1
benchmark/laut/kaluza/1954/sink.abc,1,0.168523,20
benchmark/laut/kaluza/1697/sink.abc,0,0.115767,1
benchmark/laut/kaluza/229/sink.abc,0,0.119097,1
benchmark/laut/kaluza/1515/sink.abc,0,0.116580,1
benchmark/laut/kaluza/272/sink.abc,1,0.119716,5
benchmark/laut/kaluza/704/sink.abc,0,0.118970,1
benchmark/laut/kaluza/241/sink.abc,1,0.116226,1
benchmark/laut/kaluza/1336/sink.abc,0,0.117862,1
benchmark/laut/kaluza/1525/sink.abc,0,0.168917,1
benchmark/laut/kaluza/423/sink.abc,0,0.119078,1
benchmark/laut/kaluza/1994/sink.abc,1,0.167813,21
benchmark/laut/kaluza/819/sink.abc,1,0.373794,6
benchmark/laut/kaluza/346/sink.abc,0,0.119303,1
benchmark/laut/kaluza/789/sink.abc,0,0.119391,1
benchmark/laut/kaluza/1459/sink.abc,0,0.169809,1
benchmark/laut/kaluza/801/sink.abc,1,0.224910,23
benchmark/laut/kaluza/1532/sink.abc,1,0.119084,2
benchmark/laut/kaluza/895/sink.abc,1,0.121966,10
benchmark/laut/kaluza/111/sink.abc,1,0.119332,1
benchmark/laut/kaluza/997/sink.abc,1,0.272747,26
benchmark/laut/kaluza/1717/sink.abc,1,0.116008,2
benchmark/laut/kaluza/731/sink.abc,t,0.0,0
benchmark/laut/kaluza/1783/sink.abc,1,0.167249,23
benchmark/laut/kaluza/74/sink.abc,t,0.0,0
benchmark/laut/kaluza/1873/sink.abc,0,0.222688,1
benchmark/laut/kaluza/234/sink.abc,1,13.299137,109
benchmark/laut/kaluza/1197/sink.abc,1,0.217744,1
benchmark/laut/kaluza/161/sink.abc,1,0.117033,1
benchmark/laut/kaluza/1561/sink.abc,1,0.169410,20
benchmark/laut/kaluza/1087/sink.abc,1,0.169875,23
benchmark/laut/kaluza/799/sink.abc,1,0.165548,23
benchmark/laut/kaluza/279/sink.abc,1,0.117655,5
benchmark/laut/kaluza/990/sink.abc,0,0.120009,1
benchmark/laut/kaluza/249/sink.abc,0,0.120082,1
benchmark/laut/kaluza/215/sink.abc,1,0.118570,5
benchmark/laut/kaluza/743/sink.abc,0,0.130964,1
benchmark/laut/kaluza/677/sink.abc,1,0.116172,2
benchmark/laut/kaluza/469/sink.abc,1,0.120813,5
benchmark/laut/kaluza/459/sink.abc,0,0.124487,1
benchmark/laut/kaluza/225/sink.abc,0,0.924009,1
benchmark/laut/kaluza/686/sink.abc,1,0.168574,21
benchmark/laut/kaluza/597/sink.abc,0,0.125318,1
benchmark/laut/kaluza/1265/sink.abc,0,0.118333,1
benchmark/laut/kaluza/97/sink.abc,0,0.936028,1
benchmark/laut/kaluza/23/sink.abc,1,0.116401,5
benchmark/laut/kaluza/1891/sink.abc,0,0.119401,1
benchmark/laut/kaluza/696/sink.abc,1,0.170610,20
benchmark/laut/kaluza/384/sink.abc,0,0.118235,1
benchmark/laut/kaluza/292/sink.abc,0,0.120196,1
benchmark/laut/kaluza/355/sink.abc,1,0.115400,11
benchmark/laut/kaluza/1852/sink.abc,0,0.121739,1
benchmark/laut/kaluza/1150/sink.abc,1,0.218518,22
benchmark/laut/kaluza/1288/sink.abc,1,0.119407,2
benchmark/laut/kaluza/1294/sink.abc,1,0.117965,2
benchmark/laut/kaluza/617/sink.abc,0,0.116832,1
benchmark/laut/kaluza/357/sink.abc,0,0.116498,1
benchmark/laut/kaluza/190/sink.abc,0,0.120349,1
benchmark/laut/kaluza/47/sink.abc,0,0.118201,1
benchmark/laut/kaluza/387/sink.abc,0,0.120303,1
benchmark/laut/kaluza/1043/sink.abc,1,0.118457,2
benchmark/laut/kaluza/842/sink.abc,1,0.169048,23
benchmark/laut/kaluza/502/sink.abc,0,0.119512,1
benchmark/laut/kaluza/1388/sink.abc,0,0.168542,1
benchmark/laut/kaluza/258/sink.abc,1,0.368400,6
benchmark/laut/kaluza/1253/sink.abc,0,0.116848,1
benchmark/laut/kaluza/656/sink.abc,0,0.117858,1
benchmark/laut/kaluza/1831/sink.abc,1,0.169996,20
benchmark/laut/kaluza/937/sink.abc,0,0.117662,1
benchmark/laut/kaluza/289/sink.abc,1,0.121591,5
benchmark/laut/kaluza/1671/sink.abc,0,0.117289,1
benchmark/laut/kaluza/1016/sink.abc,0,0.147977,1
benchmark/laut/kaluza/1885/sink.abc,1,0.170772,2
benchmark/laut/kaluza/1506/sink.abc,1,0.117534,1
benchmark/laut/kaluza/1250/sink.abc,1,0.166099,20
benchmark/laut/kaluza/844/sink.abc,0,0.116834,1
benchmark/laut/kaluza/1503/sink.abc,1,0.118397,2
benchmark/laut/kaluza/1213/sink.abc,1,0.166839,22
benchmark/laut/kaluza/1102/sink.abc,1,0.117995,12
benchmark/laut/kaluza/509/sink.abc,1,0.171437,20
benchmark/laut/kaluza/1368/sink.abc,0,0.120186,1
benchmark/laut/kaluza/441/sink.abc,0,0.122355,1
benchmark/laut/kaluza/877/sink.abc,1,0.171261,21
benchmark/laut/kaluza/977/sink.abc,0,0.169226,1
benchmark/laut/kaluza/695/sink.abc,1,0.129526,2
benchmark/laut/kaluza/699/sink.abc,0,0.121103,1
benchmark/laut/kaluza/1776/sink.abc,0,0.121859,1
benchmark/laut/kaluza/666/sink.abc,1,0.171004,2
benchmark/laut/kaluza/648/sink.abc,1,0.524742,22
benchmark/laut/kaluza/1775/sink.abc,0,0.115504,1
benchmark/laut/kaluza/1541/sink.abc,1,0.124009,5
benchmark/laut/kaluza/566/sink.abc,0,0.169164,1
benchmark/laut/kaluza/1470/sink.abc,1,0.119699,1
benchmark/laut/kaluza/943/sink.abc,0,0.120014,1
benchmark/laut/kaluza/1866/sink.abc,0,0.128712,1
benchmark/laut/kaluza/1393/sink.abc,0,0.118873,1
benchmark/laut/kaluza/769/sink.abc,1,0.172192,2
benchmark/laut/kaluza/1865/sink.abc,0,0.117517,1
benchmark/laut/kaluza/1964/sink.abc,1,0.120556,2
benchmark/laut/kaluza/310/sink.abc,1,0.120449,5
benchmark/laut/kaluza/1493/sink.abc,0,0.176729,1
benchmark/laut/kaluza/181/sink.abc,1,0.170123,7
benchmark/laut/kaluza/172/sink.abc,1,0.119944,1
benchmark/laut/kaluza/412/sink.abc,1,0.124399,19
benchmark/laut/kaluza/1658/sink.abc,1,0.167588,21
benchmark/laut/kaluza/368/sink.abc,1,0.118521,11
benchmark/laut/kaluza/558/sink.abc,0,0.116187,1
benchmark/laut/kaluza/786/sink.abc,1,0.169777,12
benchmark/laut/kaluza/146/sink.abc,1,0.173257,5
benchmark/laut/kaluza/1429/sink.abc,0,0.118892,1
benchmark/laut/kaluza/1023/sink.abc,0,0.119049,1
benchmark/laut/kaluza/1827/sink.abc,0,0.174469,1
benchmark/laut/kaluza/1571/sink.abc,1,0.167876,20
benchmark/laut/kaluza/1598/sink.abc,0,0.116297,1
benchmark/laut/kaluza/934/sink.abc,0,0.123181,1
benchmark/laut/kaluza/690/sink.abc,1,0.126313,5
benchmark/laut/kaluza/475/sink.abc,0,0.119971,1
benchmark/laut/kaluza/1712/sink.abc,0,0.127180,1
benchmark/laut/kaluza/307/sink.abc,1,0.117442,5
benchmark/laut/kaluza/436/sink.abc,1,0.326317,26
benchmark/laut/kaluza/1492/sink.abc,1,0.174693,21
benchmark/laut/kaluza/1773/sink.abc,0,0.119641,1
benchmark/laut/kaluza/687/sink.abc,1,0.216718,12
benchmark/laut/kaluza/1196/sink.abc,0,0.118325,1
benchmark/laut/kaluza/748/sink.abc,1,0.171456,19
benchmark/laut/kaluza/1481/sink.abc,1,0.170741,21
benchmark/laut/kaluza/1003/sink.abc,0,0.173400,1
benchmark/laut/kaluza/1661/sink.abc,1,0.173068,2
benchmark/laut/kaluza/727/sink.abc,0,0.122062,1
benchmark/laut/kaluza/51/sink.abc,0,0.118218,1
benchmark/laut/kaluza/1888/sink.abc,1,0.172295,20
benchmark/laut/kaluza/904/sink.abc,1,0.173418,2
benchmark/laut/kaluza/1299/sink.abc,1,0.170376,6
benchmark/laut/kaluza/1075/sink.abc,0,0.172524,1
benchmark/laut/kaluza/301/sink.abc,0,0.126679,1
benchmark/laut/kaluza/465/sink.abc,1,0.171544,2
benchmark/laut/kaluza/825/sink.abc,0,0.122750,1
benchmark/laut/kaluza/624/sink.abc,0,0.124985,1
benchmark/laut/kaluza/1045/sink.abc,0,0.120462,1
benchmark/laut/kaluza/808/sink.abc,0,0.120648,1
benchmark/laut/kaluza/1128/sink.abc,0,0.120578,1
benchmark/laut/kaluza/185/sink.abc,0,0.118152,1
benchmark/laut/kaluza/1558/sink.abc,1,0.220416,23
benchmark/laut/kaluza/740/sink.abc,0,0.117394,1
benchmark/laut/kaluza/587/sink.abc,1,0.122296,5
benchmark/laut/kaluza/156/sink.abc,1,0.320090,6
benchmark/laut/kaluza/1968/sink.abc,0,0.120810,1
benchmark/laut/kaluza/1115/sink.abc,0,0.120177,1
benchmark/laut/kaluza/1305/sink.abc,0,0.115691,1
benchmark/laut/kaluza/771/sink.abc,1,0.120009,2
benchmark/laut/kaluza/1737/sink.abc,0,0.119127,1
benchmark/laut/kaluza/1908/sink.abc,1,0.122874,1
benchmark/laut/kaluza/953/sink.abc,0,0.121331,1
benchmark/laut/kaluza/323/sink.abc,1,0.220309,6
benchmark/laut/kaluza/1041/sink.abc,1,0.169370,21
benchmark/laut/kaluza/93/sink.abc,1,0.118216,5
benchmark/laut/kaluza/1758/sink.abc,1,0.120295,2
benchmark/laut/kaluza/1925/sink.abc,0,0.119262,1
benchmark/laut/kaluza/831/sink.abc,1,0.121132,1
benchmark/laut/kaluza/386/sink.abc,1,0.116769,1
benchmark/laut/kaluza/1417/sink.abc,0,0.116729,1
benchmark/laut/kaluza/1271/sink.abc,0,0.118823,1
benchmark/laut/kaluza/1544/sink.abc,0,0.117893,1
benchmark/laut/kaluza/1439/sink.abc,t,0.0,0
benchmark/laut/kaluza/1631/sink.abc,1,0.167444,21
benchmark/laut/kaluza/711/sink.abc,0,0.117382,1
benchmark/laut/kaluza/1101/sink.abc,0,0.119088,1
benchmark/laut/kaluza/1173/sink.abc,0,0.120890,1
benchmark/laut/kaluza/1604/sink.abc,0,0.470951,1
benchmark/laut/kaluza/663/sink.abc,0,0.116211,1
benchmark/laut/kaluza/1216/sink.abc,0,0.118908,1
benchmark/laut/kaluza/567/sink.abc,1,4.056519,25
benchmark/laut/kaluza/1055/sink.abc,1,0.173185,1
benchmark/laut/kaluza/1179/sink.abc,1,0.167621,20
benchmark/laut/kaluza/1576/sink.abc,1,0.168625,21
benchmark/laut/kaluza/942/sink.abc,0,0.119794,1
benchmark/laut/kaluza/1097/sink.abc,0,0.121172,1
benchmark/laut/kaluza/520/sink.abc,1,0.171750,21
benchmark/laut/kaluza/429/sink.abc,0,0.119435,1
benchmark/laut/kaluza/878/sink.abc,0,0.118489,1
benchmark/laut/kaluza/1195/sink.abc,1,0.121162,2
benchmark/laut/kaluza/87/sink.abc,1,0.121573,5
benchmark/laut/kaluza/709/sink.abc,0,0.122509,1
benchmark/laut/kaluza/874/sink.abc,0,0.124288,1
benchmark/laut/kaluza/785/sink.abc,1,0.120489,2
benchmark/laut/kaluza/606/sink.abc,0,0.172617,1
benchmark/laut/kaluza/88/sink.abc,1,0.118918,5
benchmark/laut/kaluza/1647/sink.abc,0,0.166728,1
benchmark/laut/kaluza/266/sink.abc,1,0.121189,1
benchmark/laut/kaluza/1807/sink.abc,1,0.171176,23
benchmark/laut/kaluza/1453/sink.abc,0,0.119741,1
benchmark/laut/kaluza/1989/sink.abc,1,0.118805,1
benchmark/laut/kaluza/965/sink.abc,0,0.115765,1
benchmark/laut/kaluza/1140/sink.abc,1,0.117390,1
benchmark/laut/kaluza/2000/sink.abc,1,0.125488,2
benchmark/laut/kaluza/1552/sink.abc,1,0.168968,2
benchmark/laut/kaluza/1795/sink.abc,1,0.121193,2
benchmark/laut/kaluza/1937/sink.abc,1,0.121472,2
benchmark/laut/kaluza/1612/sink.abc,0,0.117102,1
benchmark/laut/kaluza/543/sink.abc,0,0.167651,1
benchmark/laut/kaluza/470/sink.abc,1,0.167745,20
benchmark/laut/kaluza/1747/sink.abc,0,0.124360,1
benchmark/laut/kaluza/579/sink.abc,0,0.120178,1
benchmark/laut/kaluza/1099/sink.abc,1,0.221401,22
benchmark/laut/kaluza/1996/sink.abc,0,0.116918,1
